Agent,Unique Code,Username,Product,Amount,Date,Time
M24SG,USRM135473,Alvin89,0,2900,1/1/2025,7:41:12 PM
M24SG,USRN129137,ChingShyang,0,30,1/1/2025,7:31:16 PM
M24SG,USRV000804,SyedOmarQayyum,0,100,1/1/2025,7:16:40 PM
M24SG,USRI278450,ADVINCULA,0,30,1/1/2025,7:08:42 PM
M24SG,USRM135473,Alvin89,0,771,1/1/2025,6:54:28 PM
M24SG,USRL327542,Jervois82,0,300,1/1/2025,6:50:56 PM
M24SG,USRV305223,Hafiz26,0,100,1/1/2025,6:44:57 PM
M24SG,USRL327542,Jervois82,0,300,1/1/2025,6:42:39 PM
M24SG,USRL327542,Jervois82,0,300,1/1/2025,6:34:59 PM
M24SG,USRV305223,Hafiz26,0,60,1/1/2025,6:31:35 PM
M24SG,USRM135473,Alvin89,0,401,1/1/2025,6:28:12 PM
M24SG,USRJ281685,Ragu4100,0,20,1/1/2025,6:25:06 PM
M24SG,USRV305223,Hafiz26,0,60,1/1/2025,6:24:46 PM
M24SG,USRL327542,Jervois82,0,300,1/1/2025,6:19:48 PM
M24SG,USRR384124,Thiru40,0,20,1/1/2025,6:18:23 PM
M24SG,USRJ281685,Ragu4100,0,20,1/1/2025,6:17:46 PM
M24SG,USRV305223,Hafiz26,0,100,1/1/2025,6:03:18 PM
M24SG,USRJ281685,Ragu4100,0,20,1/1/2025,5:56:38 PM
M24SG,USRD085091,John85,0,55,1/1/2025,5:53:35 PM
M24SG,USRV000804,SyedOmarQayyum,0,100,1/1/2025,5:43:59 PM
M24SG,USRP272981,Najmul93,0,20,1/1/2025,5:43:51 PM
M24SG,USRR384124,Thiru40,0,30,1/1/2025,5:43:29 PM
M24SG,USRC266192,Shahidah77,0,100,1/1/2025,5:37:34 PM
M24SG,USRP241920,THOLHATH,0,23.89,1/1/2025,5:36:10 PM
M24SG,USRV305223,Hafiz26,0,60,1/1/2025,5:30:36 PM
M24SG,USRP241920,THOLHATH,0,23.19,1/1/2025,5:19:21 PM
M24SG,USRG227301,Hanhan41,0,30,1/1/2025,5:15:05 PM
M24SG,USRU383748,Wenwen88,0,100,1/1/2025,5:13:37 PM
M24SG,USRP272981,Najmul93,0,20,1/1/2025,5:07:13 PM
M24SG,USRC384102,Loong55,0,100,1/1/2025,5:06:26 PM
M24SG,USRL327542,Jervois82,0,300,1/1/2025,5:05:16 PM
M24SG,USRM260996,Phung,0,100,1/1/2025,5:03:03 PM
M24SG,USRU202339,Ernie57,0,29.7,1/1/2025,4:54:21 PM
M24SG,USRL327542,Jervois82,0,300,1/1/2025,4:53:50 PM
M24SG,USRP272981,Najmul93,0,20,1/1/2025,4:36:16 PM
M24SG,USRG000073,Remy39,0,30,1/1/2025,4:35:29 PM
M24SG,USRM260996,Phung,0,100,1/1/2025,4:34:54 PM
M24SG,USRP144262,Nordiana,0,40,1/1/2025,4:26:07 PM
M24SG,USRH346583,Hafiz98,0,100,1/1/2025,4:23:19 PM
M24SG,USRA340707,Aiman14,0,50,1/1/2025,4:21:53 PM
M24SG,USRC069781,Narendran,0,70,1/1/2025,4:18:49 PM
M24SG,USRH346583,Hafiz98,0,50,1/1/2025,4:13:27 PM
M24SG,USRV262040,Hridoy51,0,30,1/1/2025,3:54:26 PM
M24SG,USRS136014,Mustaffa,0,30,1/1/2025,3:51:40 PM
M24SG,USRP272981,Najmul93,0,20,1/1/2025,3:51:26 PM
M24SG,USRP241920,THOLHATH,0,27.94,1/1/2025,3:49:20 PM
M24SG,USRP068754,Sayed2,0,30,1/1/2025,3:40:22 PM
M24SG,USRJ281685,Ragu4100,0,20,1/1/2025,3:32:44 PM
M24SG,USRT274326,Haryati,0,30,1/1/2025,3:17:29 PM
M24SG,USRG000614,Rafeah,0,30,1/1/2025,3:17:02 PM
M24SG,USRI278450,ADVINCULA,0,30,1/1/2025,3:11:29 PM
M24SG,USRZ307999,Raihan83,0,30,1/1/2025,2:58:16 PM
M24SG,USRA231131,mifzal29,0,30,1/1/2025,2:52:36 PM
M24SG,USRW302858,lwin,0,100,1/1/2025,2:50:25 PM
M24SG,USRP241920,THOLHATH,0,39,1/1/2025,2:49:14 PM
M24SG,USRN181612,Farhan15,0,40,1/1/2025,2:42:21 PM
M24SG,USRF376727,Venkatesh555,0,50,1/1/2025,2:40:56 PM
M24SG,USRX125017,Nicholas25,0,37,1/1/2025,2:31:03 PM
M24SG,USRP241920,THOLHATH,0,30.41,1/1/2025,2:27:15 PM
M24SG,USRY000490,Elham,0,30,1/1/2025,2:09:06 PM
M24SG,USRH346583,Hafiz98,0,200,1/1/2025,2:02:35 PM
M24SG,USRJ281685,Ragu4100,0,20,1/1/2025,1:57:34 PM
M24SG,USRT296123,Rhazel,0,50,1/1/2025,1:56:11 PM
M24SG,USRN350621,Nazwan1991,0,50,1/1/2025,1:53:15 PM
M24SG,USRV305223,Hafiz26,0,60,1/1/2025,1:41:14 PM
M24SG,USRT274326,Haryati,0,30,1/1/2025,1:34:41 PM
M24SG,USRL261894,Alarcon25,0,50,1/1/2025,1:26:52 PM
M24SG,USRU194177,YongChao,0,200,1/1/2025,1:19:56 PM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,1:18:07 PM
M24SG,USRT296123,Rhazel,0,50,1/1/2025,1:13:47 PM
M24SG,USRW302858,lwin,0,100,1/1/2025,1:09:56 PM
M24SG,USRJ281685,Ragu4100,0,20,1/1/2025,1:09:03 PM
M24SG,USRL287763,Wong67,0,200,1/1/2025,12:57:46 PM
M24SG,USRP241920,THOLHATH,0,26.37,1/1/2025,12:57:30 PM
M24SG,USRD085091,John85,0,70,1/1/2025,12:36:51 PM
M24SG,USRM284669,Saravanan00,0,20,1/1/2025,12:34:46 PM
M24SG,USRU287281,Veni,0,50,1/1/2025,12:33:24 PM
M24SG,USRZ286634,Maslinda26,0,30,1/1/2025,12:32:03 PM
M24SG,USRL199080,Jumaidi66,0,50,1/1/2025,12:23:53 PM
M24SG,USRI360158,M24sg1444,0,100,1/1/2025,12:20:08 PM
M24SG,USRJ281685,Ragu4100,0,20,1/1/2025,12:18:38 PM
M24SG,USRI360158,M24sg1444,0,50,1/1/2025,12:14:14 PM
M24SG,USRG259725,Edwima,0,50,1/1/2025,12:10:23 PM
M24SG,USRD085091,John85,0,50,1/1/2025,11:53:56 AM
M24SG,USRG259725,Edwima,0,50,1/1/2025,11:39:29 AM
M24SG,USRH346583,Hafiz98,0,100,1/1/2025,11:32:59 AM
M24SG,USRD085091,John85,0,50,1/1/2025,11:25:47 AM
M24SG,USRM135473,Alvin89,0,1200,1/1/2025,11:24:41 AM
M24SG,USRH346583,Hafiz98,0,50,1/1/2025,11:22:44 AM
M24SG,USRM135473,Alvin89,0,1500,1/1/2025,11:20:39 AM
M24SG,USRT296123,Rhazel,0,65,1/1/2025,11:07:39 AM
M24SG,USRM135473,Alvin89,0,1000,1/1/2025,11:05:28 AM
M24SG,USRI278450,ADVINCULA,0,30,1/1/2025,10:47:15 AM
M24SG,USRS242556,Kamal5626,0,50,1/1/2025,10:21:10 AM
M24SG,USRY000490,Elham,0,30,1/1/2025,10:17:10 AM
M24SG,USRU287281,Veni,0,50,1/1/2025,10:14:55 AM
M24SG,USRW302858,lwin,0,50,1/1/2025,10:05:15 AM
M24SG,USRH362762,Soloman,0,100,1/1/2025,9:16:31 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,8:57:36 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,8:40:19 AM
M24SG,USRA272783,Pandi95,0,30,1/1/2025,8:15:28 AM
M24SG,USRP241920,THOLHATH,0,29.32,1/1/2025,8:09:17 AM
M24SG,USRU202339,Ernie57,0,34,1/1/2025,7:36:37 AM
M24SG,USRX216889,Ganthimati65,0,30,1/1/2025,7:30:24 AM
M24SG,USRI360158,M24sg1444,0,60,1/1/2025,7:23:28 AM
M24SG,USRP241920,THOLHATH,0,32,1/1/2025,7:16:35 AM
M24SG,USRW302858,lwin,0,50,1/1/2025,7:16:15 AM
M24SG,USRP241920,THOLHATH,0,40,1/1/2025,7:03:01 AM
M24SG,USRU278058,Danish18,0,30,1/1/2025,6:46:40 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,6:26:22 AM
M24SG,USRB001494,angsoonkheng,0,200,1/1/2025,6:15:23 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,6:10:43 AM
M24SG,USRP241920,THOLHATH,0,40,1/1/2025,5:58:53 AM
M24SG,USRC069781,Narendran,0,130,1/1/2025,5:50:31 AM
M24SG,USRY278875,Nizam43,0,35,1/1/2025,5:37:47 AM
M24SG,USRP241920,THOLHATH,0,32,1/1/2025,5:36:57 AM
M24SG,USRT110070,SAPIE,0,30,1/1/2025,5:27:00 AM
M24SG,USRP241920,THOLHATH,0,35,1/1/2025,5:16:24 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,5:05:06 AM
M24SG,USRW302858,lwin,0,58,1/1/2025,5:03:17 AM
M24SG,USRL199080,Jumaidi66,0,50,1/1/2025,4:53:49 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,4:46:36 AM
M24SG,USRD085091,John85,0,50,1/1/2025,4:44:41 AM
M24SG,USRD085091,John85,0,50,1/1/2025,4:36:20 AM
M24SG,USRU278058,Danish18,0,30,1/1/2025,4:30:07 AM
M24SG,USRK298086,CT4494,0,30,1/1/2025,4:24:55 AM
M24SG,USRP241920,THOLHATH,0,25.93,1/1/2025,4:17:22 AM
M24SG,USRU278058,Danish18,0,30,1/1/2025,4:16:17 AM
M24SG,USRD085091,John85,0,66,1/1/2025,4:08:21 AM
M24SG,USRE250055,Syahid36,0,30,1/1/2025,4:05:58 AM
M24SG,USRG121258,Kishen,0,103.5,1/1/2025,4:01:25 AM
M24SG,USRD079228,shaiful,0,24.5,1/1/2025,3:55:40 AM
M24SG,USRC384102,Loong55,0,100,1/1/2025,3:54:34 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,3:44:24 AM
M24SG,USRU278058,Danish18,0,30,1/1/2025,3:37:21 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,3:28:42 AM
M24SG,USRR344068,Jabez67,0,30,1/1/2025,3:14:31 AM
M24SG,USRP241920,THOLHATH,0,30,1/1/2025,3:14:23 AM
M24SG,USRM260996,Phung,0,200,1/1/2025,3:09:30 AM
M24SG,USRU278058,Danish18,0,31,1/1/2025,3:01:23 AM
M24SG,USRN350621,Nazwan1991,0,50,1/1/2025,3:00:58 AM
M24SG,USRI084566,Midah37,0,80,1/1/2025,2:51:42 AM
M24SG,USRE001201,Fazy123,0,20,1/1/2025,2:48:09 AM
M24SG,USRV000804,SyedOmarQayyum,0,50,1/1/2025,2:42:42 AM
M24SG,USRI084566,Midah37,0,50,1/1/2025,2:42:16 AM
M24SG,USRM260996,Phung,0,200,1/1/2025,2:38:54 AM
M24SG,USRP272981,Najmul93,0,20,1/1/2025,2:33:59 AM
M24SG,USRU278058,Danish18,0,30,1/1/2025,2:22:54 AM
M24SG,USRL199080,Jumaidi66,0,120,1/1/2025,2:19:31 AM
M24SG,USRE250055,Syahid36,0,30,1/1/2025,2:18:45 AM
M24SG,USRM260996,Phung,0,200,1/1/2025,2:11:14 AM
M24SG,USRC384102,Loong55,0,100,1/1/2025,2:04:57 AM
M24SG,USRI360158,M24sg1444,0,60,1/1/2025,1:31:54 AM
M24SG,USRE250055,Syahid36,0,30,1/1/2025,1:31:30 AM
M24SG,USRL199080,Jumaidi66,0,55,1/1/2025,1:18:22 AM
M24SG,USRB167702,jasmani,0,30,1/1/2025,1:12:06 AM
M24SG,USRV202881,Sathish54,0,40,1/1/2025,1:11:26 AM
M24SG,USRC384102,Loong55,0,90,1/1/2025,1:05:34 AM
M24SG,USRI084566,Midah37,0,70,1/1/2025,12:47:10 AM
M24SG,USRM215878,Hailfahmi52,0,35,1/1/2025,12:32:05 AM
M24SG,USRI084566,Midah37,0,50,1/1/2025,12:23:59 AM
M24SG,USRU383748,Wenwen88,0,100,1/1/2025,12:22:41 AM
M24SG,USRM215878,Hailfahmi52,0,25,1/1/2025,12:20:24 AM
M24SG,USRP241920,THOLHATH,0,30.02,1/1/2025,12:20:02 AM
M24SG,USRM260996,Phung,0,100,1/1/2025,12:18:15 AM
M24SG,USRM260996,Phung,0,100,1/1/2025,12:18:01 AM
M24SG,USRX270629,anfr0sty,0,32,1/1/2025,12:09:18 AM
M24SG,USRW302858,lwin,0,100,1/1/2025,12:05:49 AM
M24SG,USRI278450,ADVINCULA,0,30,2/1/2025,11:56:02 PM
M24SG,USRX359364,Martin08,0,50,2/1/2025,11:45:53 PM
M24SG,USRW309907,Twinkle3105,0,50,2/1/2025,11:36:24 PM
M24SG,USRW302858,lwin,0,100,2/1/2025,11:34:43 PM
M24SG,USRJ382961,AlamShah,0,20,2/1/2025,10:50:02 PM
M24SG,USRL327542,Jervois82,0,300,2/1/2025,10:40:43 PM
M24SG,USRS242556,Kamal5626,0,50,2/1/2025,10:36:41 PM
M24SG,USRL385452,Jacinda,0,70,2/1/2025,10:36:21 PM
M24SG,USRR324348,Fauzi00,0,200,2/1/2025,10:35:17 PM
M24SG,USRM371637,litha35,0,50,2/1/2025,10:30:53 PM
M24SG,USRU278058,Danish18,0,30,2/1/2025,10:25:47 PM
M24SG,USRS385789,Fazil,0,300,2/1/2025,10:19:03 PM
M24SG,USRL158095,Niz84,0,61,2/1/2025,10:05:47 PM
M24SG,USRV000804,SyedOmarQayyum,0,80,2/1/2025,10:03:35 PM
M24SG,USRM371637,litha35,0,50,2/1/2025,9:54:03 PM
M24SG,USRP241920,THOLHATH,0,20,2/1/2025,9:53:36 PM
M24SG,USRV000804,SyedOmarQayyum,0,70,2/1/2025,9:48:02 PM
M24SG,USRT274326,Haryati,0,30,2/1/2025,9:44:29 PM
M24SG,USRU287281,Veni,0,30,2/1/2025,9:44:23 PM
M24SG,USRL385452,Jacinda,0,30,2/1/2025,9:32:02 PM
M24SG,USRH346583,Hafiz98,0,150,2/1/2025,9:30:05 PM
M24SG,USRU278058,Danish18,0,27,2/1/2025,9:24:45 PM
M24SG,USRV202881,Sathish54,0,40,2/1/2025,9:23:38 PM
M24SG,USRU287281,Veni,0,30,2/1/2025,9:23:14 PM
M24SG,USRW302858,lwin,0,50,2/1/2025,9:20:52 PM
M24SG,USRS136014,Mustaffa,0,30,2/1/2025,9:14:38 PM
M24SG,USRP241920,THOLHATH,0,20,2/1/2025,9:11:58 PM
M24SG,USRL261894,Alarcon25,0,50,2/1/2025,9:10:47 PM
M24SG,USRT000653,WongCK,0,90,2/1/2025,9:10:36 PM
M24SG,USRP241920,THOLHATH,0,30,2/1/2025,8:40:21 PM
M24SG,USRE001201,Fazy123,0,30,2/1/2025,8:28:18 PM
M24SG,USRW302858,lwin,0,22,2/1/2025,8:12:48 PM
M24SG,USRU278058,Danish18,0,30,2/1/2025,8:06:49 PM
M24SG,USRP241920,THOLHATH,0,30,2/1/2025,8:04:17 PM
M24SG,USRU287281,Veni,0,40,2/1/2025,7:56:27 PM
M24SG,USRW302858,lwin,0,62,2/1/2025,7:44:39 PM
M24SG,USRV226043,Aziq,0,40,2/1/2025,7:35:49 PM
M24SG,USRM135473,Alvin89,0,684,2/1/2025,7:29:27 PM
M24SG,USRD085091,John85,0,100,2/1/2025,7:13:49 PM
M24SG,USRI324553,Suhaimi,0,34,2/1/2025,7:05:29 PM
M24SG,USRD085091,John85,0,100,2/1/2025,7:01:58 PM
M24SG,USRG000073,Remy39,0,30,2/1/2025,6:56:21 PM
M24SG,USRP241920,THOLHATH,0,22,2/1/2025,6:52:23 PM
M24SG,USRM135473,Alvin89,0,500,2/1/2025,6:50:34 PM
M24SG,USRV226043,Aziq,0,25,2/1/2025,6:49:44 PM
M24SG,USRM000006,TanHuiLi,0,280,2/1/2025,6:46:31 PM
M24SG,USRV305223,Hafiz26,0,60,2/1/2025,6:46:06 PM
M24SG,USRC069781,Narendran,0,100,2/1/2025,6:37:38 PM
M24SG,USRD085091,John85,0,52,2/1/2025,6:34:06 PM
M24SG,USRP241920,THOLHATH,0,20,2/1/2025,6:28:12 PM
M24SG,USRP214683,Rahmat14,0,20,2/1/2025,6:22:32 PM
M24SG,USRV305223,Hafiz26,0,60,2/1/2025,6:18:14 PM
M24SG,USRL385452,Jacinda,0,50,2/1/2025,5:54:19 PM
M24SG,USRW302858,lwin,0,100,2/1/2025,5:51:01 PM
M24SG,USRJ206132,CHOOLEE,0,50,2/1/2025,5:45:22 PM
M24SG,USRD085091,John85,0,100,2/1/2025,5:42:44 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,5:41:22 PM
M24SG,USRL385452,Jacinda,0,50,2/1/2025,5:35:57 PM
M24SG,USRW302858,lwin,0,100,2/1/2025,5:30:26 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,5:27:53 PM
M24SG,USRD085091,John85,0,90,2/1/2025,5:27:41 PM
M24SG,USRZ349162,Reddy18,0,50,2/1/2025,5:21:35 PM
M24SG,USRD085091,John85,0,59,2/1/2025,5:18:46 PM
M24SG,USRA000259,YeoBillyJasman,0,30,2/1/2025,5:10:53 PM
M24SG,USRW302858,lwin,0,50,2/1/2025,5:09:10 PM
M24SG,USRG160252,Aide06,0,20,2/1/2025,5:05:00 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,5:01:33 PM
M24SG,USRX270629,anfr0sty,0,30,2/1/2025,5:00:01 PM
M24SG,USRT274326,Haryati,0,30,2/1/2025,4:55:16 PM
M24SG,USRG160252,Aide06,0,20,2/1/2025,4:52:11 PM
M24SG,USRO269887,Siva32,0,40,2/1/2025,4:50:42 PM
M24SG,USRZ349162,Reddy18,0,50,2/1/2025,4:42:06 PM
M24SG,USRV000804,SyedOmarQayyum,0,50,2/1/2025,4:35:01 PM
M24SG,USRG305543,Shahirul93,0,20,2/1/2025,4:32:32 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,4:14:32 PM
M24SG,USRW302858,lwin,0,40,2/1/2025,4:11:09 PM
M24SG,USRH346583,Hafiz98,0,200,2/1/2025,4:09:23 PM
M24SG,USRL261894,Alarcon25,0,100,2/1/2025,3:58:34 PM
M24SG,USRH346583,Hafiz98,0,50,2/1/2025,3:49:12 PM
M24SG,USRF343858,Chaak,0,101,2/1/2025,3:38:39 PM
M24SG,USRL385452,Jacinda,0,30,2/1/2025,3:35:41 PM
M24SG,USRL287763,Wong67,0,200,2/1/2025,3:33:47 PM
M24SG,USRI360158,M24sg1444,0,50,2/1/2025,3:33:34 PM
M24SG,USRW380130,Ahli53,0,100,2/1/2025,3:27:58 PM
M24SG,USRC269427,syaukat,0,40,2/1/2025,3:14:48 PM
M24SG,USRW302858,lwin,0,50,2/1/2025,3:07:28 PM
M24SG,USRT274326,Haryati,0,20,2/1/2025,3:07:25 PM
M24SG,USRL287763,Wong67,0,100,2/1/2025,3:06:27 PM
M24SG,USRN069789,Marvin89,0,90,2/1/2025,3:05:22 PM
M24SG,USRM260996,Phung,0,100,2/1/2025,2:49:47 PM
M24SG,USRM260996,Phung,0,100,2/1/2025,2:49:06 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,2:41:53 PM
M24SG,USRH001928,Sam68,0,35,2/1/2025,2:41:18 PM
M24SG,USRL261894,Alarcon25,0,30,2/1/2025,2:16:51 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,2:16:21 PM
M24SG,USRG259725,Edwima,0,100,2/1/2025,2:08:07 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,2:00:44 PM
M24SG,USRE000999,Jenny,0,50,2/1/2025,1:57:29 PM
M24SG,USRU287281,Veni,0,40,2/1/2025,1:52:11 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,1:48:34 PM
M24SG,USRP272981,Najmul93,0,20,2/1/2025,1:44:06 PM
M24SG,USRA000259,YeoBillyJasman,0,38,2/1/2025,1:32:04 PM
M24SG,USRF379068,Uddinn10,0,50,2/1/2025,1:30:27 PM
M24SG,USRU287281,Veni,0,40,2/1/2025,1:29:37 PM
M24SG,USRK298086,CT4494,0,30,2/1/2025,1:16:20 PM
M24SG,USRH346583,Hafiz98,0,200,2/1/2025,1:12:16 PM
M24SG,USRU287281,Veni,0,40,2/1/2025,1:11:35 PM
M24SG,USRN350621,Nazwan1991,0,39,2/1/2025,1:08:56 PM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,1:02:35 PM
M24SG,USRP241920,THOLHATH,0,30,2/1/2025,12:46:22 PM
M24SG,USRM260996,Phung,0,100,2/1/2025,12:36:42 PM
M24SG,USRM260996,Phung,0,100,2/1/2025,12:36:26 PM
M24SG,USRU383748,Wenwen88,0,100,2/1/2025,12:35:21 PM
M24SG,USRL261894,Alarcon25,0,50,2/1/2025,12:34:19 PM
M24SG,USRZ286634,Maslinda26,0,30,2/1/2025,12:33:03 PM
M24SG,USRA340707,Aiman14,0,25,2/1/2025,12:25:15 PM
M24SG,USRW302858,lwin,0,50,2/1/2025,12:15:49 PM
M24SG,USRH346583,Hafiz98,0,50,2/1/2025,12:11:51 PM
M24SG,USRI360158,M24sg1444,0,100,2/1/2025,11:57:55 AM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,11:49:20 AM
M24SG,USRY000490,Elham,0,30,2/1/2025,11:45:17 AM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,11:32:59 AM
M24SG,USRA000259,YeoBillyJasman,0,38,2/1/2025,11:17:07 AM
M24SG,USRA000259,YeoBillyJasman,0,38,2/1/2025,11:04:58 AM
M24SG,USRI360158,M24sg1444,0,50,2/1/2025,11:00:30 AM
M24SG,USRA000259,YeoBillyJasman,0,35,2/1/2025,10:56:17 AM
M24SG,USRP241920,THOLHATH,0,30,2/1/2025,10:48:08 AM
M24SG,USRI360158,M24sg1444,0,60,2/1/2025,10:37:11 AM
M24SG,USRT274326,Haryati,0,30,2/1/2025,10:28:47 AM
M24SG,USRP241920,THOLHATH,0,31.68,2/1/2025,10:06:43 AM
M24SG,USRA000259,YeoBillyJasman,0,38,2/1/2025,10:05:03 AM
M24SG,USRP214683,Rahmat14,0,50,2/1/2025,9:38:44 AM
M24SG,USRN286092,Nguyen775,0,30,2/1/2025,9:36:22 AM
M24SG,USRG276297,Jupri26,0,40,2/1/2025,9:30:21 AM
M24SG,USRP214683,Rahmat14,0,50,2/1/2025,9:26:04 AM
M24SG,USRC266192,Shahidah77,0,100,2/1/2025,9:17:41 AM
M24SG,USRW380130,Ahli53,0,70,2/1/2025,9:16:10 AM
M24SG,USRL261894,Alarcon25,0,50,2/1/2025,9:11:22 AM
M24SG,USRP241920,THOLHATH,0,33.5,2/1/2025,9:04:30 AM
M24SG,USRJ382961,AlamShah,0,30,2/1/2025,8:53:29 AM
M24SG,USRG276297,Jupri26,0,50,2/1/2025,8:48:17 AM
M24SG,USRN286092,Nguyen775,0,30,2/1/2025,8:37:40 AM
M24SG,USRI360158,M24sg1444,0,70,2/1/2025,8:31:53 AM
M24SG,USRP241920,THOLHATH,0,30,2/1/2025,8:28:11 AM
M24SG,USRU287281,Veni,0,40,2/1/2025,8:23:22 AM
M24SG,USRP241920,THOLHATH,0,50,2/1/2025,8:04:29 AM
M24SG,USRU202339,Ernie57,0,33.9,2/1/2025,7:51:14 AM
M24SG,USRC384102,Loong55,0,100,2/1/2025,7:49:02 AM
M24SG,USRP241920,THOLHATH,0,32,2/1/2025,7:38:40 AM
M24SG,USRA272783,Pandi95,0,35,2/1/2025,7:37:19 AM
M24SG,USRR344068,Jabez67,0,33,2/1/2025,7:13:10 AM
M24SG,USRT274326,Haryati,0,30,2/1/2025,7:09:07 AM
M24SG,USRP241920,THOLHATH,0,33,2/1/2025,7:05:20 AM
M24SG,USRY278875,Nizam43,0,35,2/1/2025,6:58:28 AM
M24SG,USRP069533,Zairiah,0,20,2/1/2025,6:53:49 AM
M24SG,USRP241920,THOLHATH,0,31.05,2/1/2025,6:36:04 AM
M24SG,USRP241920,THOLHATH,0,30,2/1/2025,6:16:56 AM
M24SG,USRU194177,YongChao,0,200,2/1/2025,5:43:32 AM
M24SG,USRX339947,RuongJun,0,97,2/1/2025,4:39:53 AM
M24SG,USRN194927,Charleen,0,30,2/1/2025,4:24:21 AM
M24SG,USRL385452,Jacinda,0,50,2/1/2025,4:09:21 AM
M24SG,USRU278058,Danish18,0,30,2/1/2025,4:00:49 AM
M24SG,USRX270629,anfr0sty,0,30,2/1/2025,3:56:05 AM
M24SG,USRL385452,Jacinda,0,50,2/1/2025,3:54:40 AM
M24SG,USRW380130,Ahli53,0,50,2/1/2025,3:43:40 AM
M24SG,USRH002110,Tharshini,0,114,2/1/2025,3:39:35 AM
M24SG,USRP214683,Rahmat14,0,40,2/1/2025,3:36:26 AM
M24SG,USRB001494,angsoonkheng,0,200,2/1/2025,3:13:14 AM
M24SG,USRB001494,angsoonkheng,0,300,2/1/2025,2:58:29 AM
M24SG,USRA069456,Idah13,0,35,2/1/2025,2:53:53 AM
